"exercicio";"uo_cod";"uo_desc";"fonte_cod";"fonte_desc";"rp_cod";"rp_desc";"gnd_cod";"gnd_desc";"ploa";"loa";"loa_mais_credito";"empenhado";"liquidado";"pago"
2016;"20927";"Fundo de Imprensa Nacional";"150";"Recursos Próprios Não-Financeiros";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"4";"Investimentos";5e+05;5e+05;669312;669312;614010;614010
2016;"52921";"Fundo do Exército";"263";"Recursos Próprios Decorrentes da Alienação de Bens e Direitos do Patrimônio Público";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"4";"Investimentos";3472183;3472183;3472183;3474970;1838482;1812428
2016;"26298";"Fundo Nacional de Desenvolvimento da Educação";"112";"Recursos Destinados à Manutenção e Desenvolvimento do Ensino";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"4";"Investimentos";21550003;158452961;162048564;88880764;3373970;3373970
2016;"30907";"Fundo Penitenciário Nacional - FUNPEN";"174";"Taxas e Multas pelo Exercício do Poder de Polícia e Multas Provenientes de Processos Judiciais";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";2730123;2730123;2730123;2e+06;0;0
2016;"36901";"Fundo Nacional de Saúde";"153";"Contribuição para Financiamento da Seguridade Social - COFINS";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"4";"Investimentos";0;111482522;81827911;25367031;0;0
2016;"01901";"Fundo Rotativo da Câmara dos Deputados";"150";"Recursos Próprios Não-Financeiros";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"4";"Investimentos";1e+05;60000;60000;20999;0;0
2016;"26298";"Fundo Nacional de Desenvolvimento da Educação";"153";"Contribuição para Financiamento da Seguridade Social - COFINS";"1";"Primária obrigatória, considerada no cálculo do RP";"1";"Pessoal e Encargos Sociais";0;0;8e+05;8e+05;8e+05;8e+05
2016;"74917";"Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA - Min Integração Nacional";"100";"Recursos Ordinários";"0";"Financeira";"5";"Inversões Financeiras";0;0;852859513;245034003;0;0
2016;"52921";"Fundo do Exército";"100";"Recursos Ordinários";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";0;0;2601468;2600695;427750;368502
2016;"42902";"Fundo Nacional de Cultura";"150";"Recursos Próprios Não-Financeiros";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";16061374;16061374;13025374;4987254;1559812;1559812
2016;"30907";"Fundo Penitenciário Nacional - FUNPEN";"118";"Contribuições sobre Concursos de Prognósticos";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";50094418;50094418;177994418;58940180;21210302;21198968
2016;"36901";"Fundo Nacional de Saúde";"151";"Contribuição Social sobre o Lucro Líquido das Pessoas Jurídicas";"3";"Primária discricionária, PAC, considerada no cálculo do RP";"4";"Investimentos";0;1.22e+08;123860000;121998888;0;0
2016;"42902";"Fundo Nacional de Cultura";"180";"Recursos Próprios Financeiros";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";2365526;2365526;2365526;2365526;0;0
2016;"36901";"Fundo Nacional de Saúde";"300";"Recursos Ordinários";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";0;0;2e+07;2e+07;0;0
2016;"64902";"Fundo Nacional do Idoso - FNI";"100";"Recursos Ordinários";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";485172;0;0;0;0;0
2016;"62901";"Fundo Nacional de Aviação Civil - FNAC";"280";"Recursos Próprios Financeiros";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"3";"Outras Despesas Correntes";12074052;12074052;10480370;4186953;1289000;1234611
2016;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"172";"Outras Contribuições Econômicas";"2";"Primária discricionária, não PAC, considerada no cálculo do RP";"4";"Investimentos";290621922;290621922;288775014;288403362;179785767;160010452
