"exercicio";"uo_cod";"uo_desc";"fonte_cod";"fonte_desc";"loa";"loa_mais_credito";"empenhado";"pago"
2024;"44102";"Serviço Florestal Brasileiro - SFB";"1068";"FNDF - Fundo Nacional de Desenvolvimento Florestal";6908791;6508791;1600000;0
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1112";"CT-Amazônia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";8e+06;8e+06;8e+06;1128304
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1105";"CT-Mineral e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";1.5e+07;1.5e+07;14999999;9856800
2024;"74915";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE - MDR";"9209";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Nordeste";789318333;66753917;0;0
2024;"41101";"Ministério das Comunicações - Administração Direta";"1120";"Recursos do FISTEL de Livre Aplicação na ANATEL e no Tesouro Nacional";119736741;90632261;87872149;66536317
2024;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"1125";"Benefícios do Regime Próprio de Previdência Social do FCDF – Contribuição Patronal";235500632;241257073;241257073;241121135
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1109";"CT-Hidro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";5e+06;5e+06;5e+06;4342922
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1136";"CT-Transporte e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";24528;0;0;0
2024;"44902";"Fundo Nacional sobre Mudança do Clima";"1072";"Desenvolvimento de Atividades de Gestão Ambiental Relacionadas à Cadeia Produtiva do Petróleo, ou apoio a projetos ou estudos e financiamento de empreendimentos que visem à mitigação da mudança do clima e à adaptação à mudança do clima e aos seus efeitos";5026243;3924979;3924934;3924934
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"9099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";1689269;0;0;0
2024;"53202";"Superintendência do Desenvolvimento da Amazônia";"1082";"Atividades de Avaliação dos Impactos Econômicos e Sociais da Aplicação dos Recursos dos Fundos de Desenvolvimento Regionais";191664;0;0;0
2024;"33904";"Fundo do Regime Geral de Previdência Social";"9054";"Benefícios do Regime Geral de Previdência Social";2323702423;0;0;0
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1102";"CT-Verde Amarelo (Programa de Inovação para Competitividade) e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais, Equalização de Taxas de Juros e Investimentos em Empresas Inovadoras";262596801;263415087;263415086;255855086
2024;"30911";"Fundo Nacional de Segurança Pública";"1251";"Transferências do Fundo Nacional de Segurança Pública - FNSP";1084048994;1175517373;1175517373;1084048993
2024;"41231";"Agência Nacional de Telecomunicações - ANATEL";"1120";"Recursos do FISTEL de Livre Aplicação na ANATEL e no Tesouro Nacional";217248480;194472969;185807794;129598003
2024;"40901";"Fundo de Amparo ao Trabalhador";"9040";"Seguro-Desemprego, Abono Salarial e Previdência Social";1839676206;0;0;0
2024;"74912";"Recursos sob Supervisão do Fundo Nacional de Cultura";"1029";"Fundo Setorial do Audiovisual - FSA, para o Desenvolvimento de Atividades Audiovisuais";231701103;231701103;231701103;231701103
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";1068486080;996983076;996983076;744281851
2024;"74915";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE - MDR";"9210";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Nordeste - Semiárido";789318333;66753917;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";1186621194;1271058920;1271058920;1271058920
2024;"44901";"Fundo Nacional de Meio Ambiente - FNMA";"1069";"Recursos Arrecadados em Pagamento de Multas por Infração Ambiental a Serem Revertidos a Fundos";64563647;63718454;3920733;3912291
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"9100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";96498742;0;0;0
2024;"74918";"Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE - MDR";"1114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";8607611;8607611;0;0
2024;"30107";"Departamento de Polícia Rodoviária Federal";"3020";"Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito";0;120027666;118776851;69608084
2024;"44902";"Fundo Nacional sobre Mudança do Clima";"3072";"Desenvolvimento de Atividades de Gestão Ambiental Relacionadas à Cadeia Produtiva do Petróleo, ou apoio a projetos ou estudos e financiamento de empreendimentos que visem à mitigação da mudança do clima e à adaptação à mudança do clima e aos seus efeitos";0;817455;817455;817455
2024;"68213";"Agência Nacional de Aviação Civil - ANAC";"3089";"Fundo Aeroviário, para Desenvolvimento do Ensino Profissional Aeronáutico";0;14234731;14234731;3156082
2024;"74914";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Centro-Oeste/FCO - MDR";"1208";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Centro-Oeste";4787549848;5269259460;5269259460;5041559172
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1097";"CT-Aeronáutico e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";32591140;30159595;30159594;3818515
2024;"74917";"Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA - MDR";"1114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";6581781;6581781;0;0
2024;"74902";"Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação";"1124";"Fundo Garantidor do Fundo de Financiamento Estudantil - FG-FIES";557009536;474021165;417011629;417011629
2024;"74913";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Norte/FNO - MDR";"1207";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Norte";4787549848;5269259460;5269259460;4743578372
2024;"30108";"Departamento de Polícia Federal";"3019";"FUNAPOL";0;250806564;245631221;118441954
2024;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"3125";"Benefícios do Regime Próprio de Previdência Social do FCDF – Contribuição Patronal";0;2100261;2100261;2100261
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3102";"CT-Verde Amarelo (Programa de Inovação para Competitividade) e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais, Equalização de Taxas de Juros e Investimentos em Empresas Inovadoras";0;35108899;35108899;35108899
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"9097";"CT-Aeronáutico e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";41356604;0;0;0
2024;"74102";"Recursos sob Supervisão do Ministério da Fazenda";"3042";"Capitalização do Fundo Social";0;2e+10;2e+10;2e+10
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"9118";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";5630896;0;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;821130828;821130828;821130828
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"9118";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";137855347;0;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3136";"CT-Transporte e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";0;24528;24528;24528
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"9099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";41356604;0;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;26331675;26331675;26331675
2024;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"1201";"Transferência Constitucional do Fundo de Participação dos Municípios";199481243723;219298297681;211925382725;204862874744
2024;"25103";"Secretaria Especial da Receita Federal do Brasil";"3032";"FUNDAF - RFB";0;189642032;189642032;70296356
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3097";"CT-Aeronáutico e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;26331675;26331675;26331675
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1098";"CT-Agronegócio e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";897896773;932954940;932954940;932954940
2024;"32265";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP";"1028";"Financiamento de Estudos e Serviços de Geologia e Geofísica Aplicados à Prospecção de Combustíveis Fósseis";1524923716;1524923716;0;0
2024;"74919";"Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO - MDR";"1114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";1324356;388671;0;0
2024;"25104";"Procuradoria-Geral da Fazenda Nacional";"1031";"FUNDAF - PGFN";4275958810;4263640984;1486941375;1382581615
2024;"30108";"Departamento de Polícia Federal";"1019";"FUNAPOL";670553321;633988804;481067057;397545772
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1103";"CT-Aquaviário e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";14945719;13108250;13108249;210747
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1108";"CT-Energia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";5e+07;5e+07;49999998;25679510
2024;"74914";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Centro-Oeste/FCO - MDR";"9208";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Centro-Oeste";526212219;44502607;0;0
2024;"74915";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE - MDR";"1210";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Nordeste - Semiárido";7181324774;7903889190;7903889190;7543226948
2024;"33904";"Fundo do Regime Geral de Previdência Social";"1054";"Benefícios do Regime Geral de Previdência Social";634982323872;641052620565;641052604843;630086199333
2024;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"3201";"Transferência Constitucional do Fundo de Participação dos Municípios";0;5027862887;4022290310;4022290310
2024;"40901";"Fundo de Amparo ao Trabalhador";"3040";"Seguro-Desemprego, Abono Salarial e Previdência Social";0;1315793061;1315793061;961838367
2024;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"9202";"Transferência Constitucional do Fundo de Participação dos Estados e do Distrito Federal";18855937913;1429304849;0;0
2024;"68213";"Agência Nacional de Aviação Civil - ANAC";"1088";"Fundo Aeroviário, para Execução e Manutenção do Sistema Aeroviário Nacional";21124591;19920591;4816000;4815939
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";84712660;86906123;86906123;25987226
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1104";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";14958290;14958290;14958290;14958290
2024;"40101";"Ministério do Trabalho e Emprego - Administração Direta";"1084";"FGTS";36696219;72151462;65845236;65845236
2024;"68213";"Agência Nacional de Aviação Civil - ANAC";"1089";"Fundo Aeroviário, para Desenvolvimento do Ensino Profissional Aeronáutico";211005072;206912310;3376984;3144575
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1110";"CT-Info e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";1.4e+07;1.4e+07;1.4e+07;5589757
2024;"26298";"Fundo Nacional de Desenvolvimento da Educação";"1014";"Recursos do Fundo Social Destinados à Educação Pública, com Prioridade para Educação Básica, e à Saúde";15241086133;15933935354;15933935352;12982193484
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1103";"CT-Aquaviário e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";99263235;44263235;44263235;44263235
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1112";"CT-Amazônia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";9373326;9373326;9373326;9373326
2024;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"1024";"Pensões Militares e Remuneração dos Inativos Militares do FCDF";547050679;613093511;613048705;613017886
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1110";"CT-Info e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";20251968;20251968;20251968;20251968
2024;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"9201";"Transferência Constitucional do Fundo de Participação dos Municípios";21925509202;1;0;0
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";32591140;33204854;33204852;14919969
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1102";"CT-Verde Amarelo (Programa de Inovação para Competitividade) e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais, Equalização de Taxas de Juros e Investimentos em Empresas Inovadoras";301180017;321213256;321213256;321213256
2024;"74920";"Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações - FUST – M. Comunicações";"1044";"Recursos do FISTEL destinados ao FUST";210493519;252493519;248728519;248728519
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1097";"CT-Aeronáutico e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";390241474;405266403;405266403;405266403
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"9101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";9009435;0;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;60423550;60423550;60423550
2024;"25104";"Procuradoria-Geral da Fazenda Nacional";"3031";"FUNDAF - PGFN";0;14883892;14873892;1277906
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"9102";"CT-Verde Amarelo (Programa de Inovação para Competitividade) e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais, Equalização de Taxas de Juros e Investimentos em Empresas Inovadoras";55142138;0;0;0
2024;"71101";"Recursos sob Supervisão do Ministério da Fazenda";"1074";"Encargos de Responsabilidade do Fundo Contingente da Extinta Rede Ferroviária Federal S.A";694236174;694236174;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1106";"Recursos do FISTEL destinados ao CT-Espacial e a Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";1567368;1567368;1567368;1567368
2024;"68213";"Agência Nacional de Aviação Civil - ANAC";"3088";"Fundo Aeroviário, para Execução e Manutenção do Sistema Aeroviário Nacional";0;2014818;2014818;1944003
2024;"39101";"Ministério dos Transportes - Administração Direta";"1007";"Prevenção de Acidentes de Trânsito";13000;13000;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1119";"Recursos do FISTEL destinados ao CT-Infra e a Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";2004;2004;2004;2004
2024;"74904";"Recursos sob Supervisão do Fundo da Marinha Mercante/FMM - M. de Portos e Aeroportos";"1091";"Encargos da Intervenção da União no Apoio ao Desenvolvimento da Marinha Mercante e da Indústria de Construção e Reparação Naval Brasileiras";4049659172;4049659172;666783709;666783709
2024;"74915";"Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE - MDR";"1209";"Transferência Constitucional para Aplicação em Programas de Financiamento ao Setor Produtivo da Região Nordeste";7181324774;7903889190;7903889190;7484865560
2024;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1098";"CT-Agronegócio e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";88712660;73233880;73233880;60352744
2024;"71903";"Fundo Social - FS";"1042";"Capitalização do Fundo Social";15241086135;15241086135;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"3118";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";0;3376627;3376627;3376627
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";901896773;937971965;937971965;937971965
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1099";"CT-Biotecnologia e Recursos Genéticos, e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";390241474;405266403;405266403;405266403
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"9101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";220568554;0;0;0
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1109";"CT-Hidro e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";99603129;99603129;99603129;99603129
2024;"41902";"Fundo de Universalização dos Serviços de Telecomunicações - FUST";"1044";"Recursos do FISTEL destinados ao FUST";18543758;0;0;0
2024;"30108";"Departamento de Polícia Federal";"1025";"Reaparelhamento e Custeio das Atividades de Controle e Fiscalização de Produtos Químicos e de Repressão ao Tráfico Ilícito de Drogas";23651248;23244437;23009872;19434986
2024;"74916";"Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC - MMA";"1072";"Desenvolvimento de Atividades de Gestão Ambiental Relacionadas à Cadeia Produtiva do Petróleo, ou apoio a projetos ou estudos e financiamento de empreendimentos que visem à mitigação da mudança do clima e à adaptação à mudança do clima e aos seus efeitos";321743124;83911389;83911389;83911389
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1105";"CT-Mineral e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";39311781;39311781;39311781;39311781
2024;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"1202";"Transferência Constitucional do Fundo de Participação dos Estados e do Distrito Federal";171553869598;188815130675;186994098751;180245480770
2024;"33904";"Fundo do Regime Geral de Previdência Social";"1040";"Seguro-Desemprego, Abono Salarial e Previdência Social";17361368776;17361368776;17361368776;17361368776
2024;"40901";"Fundo de Amparo ao Trabalhador";"1040";"Seguro-Desemprego, Abono Salarial e Previdência Social";50636991818;54281937365;54281937365;54164370340
2024;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"9098";"CT-Agronegócio e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";96498742;0;0;0
